id,fold
case130_day0_slice_0020,1.0
case130_day0_slice_0021,1.0
case130_day0_slice_0022,1.0
case130_day0_slice_0023,1.0
case130_day0_slice_0024,1.0
case130_day0_slice_0025,1.0
case130_day0_slice_0026,1.0
case130_day0_slice_0027,1.0
case130_day0_slice_0028,1.0
case130_day0_slice_0029,1.0
case130_day0_slice_0030,1.0
case130_day0_slice_0031,1.0
case130_day0_slice_0032,1.0
case130_day0_slice_0033,1.0
case130_day0_slice_0034,1.0
case130_day0_slice_0035,1.0
case130_day0_slice_0036,1.0
case130_day0_slice_0037,1.0
case130_day0_slice_0038,1.0
case130_day0_slice_0039,1.0
case130_day0_slice_0040,1.0
case130_day0_slice_0041,1.0
case130_day0_slice_0042,1.0
case130_day0_slice_0043,1.0
case130_day0_slice_0044,1.0
case130_day0_slice_0045,1.0
case130_day0_slice_0046,1.0
case130_day0_slice_0047,1.0
case130_day0_slice_0048,1.0
case130_day0_slice_0049,1.0
case130_day0_slice_0050,1.0
case130_day0_slice_0051,1.0
case130_day0_slice_0052,1.0
case130_day0_slice_0053,1.0
case130_day0_slice_0054,1.0
case130_day0_slice_0055,1.0
case130_day0_slice_0056,1.0
case130_day0_slice_0057,1.0
case130_day0_slice_0058,1.0
case130_day0_slice_0059,1.0
case130_day0_slice_0060,1.0
case130_day0_slice_0061,1.0
case130_day0_slice_0062,1.0
case130_day0_slice_0063,1.0
case130_day0_slice_0064,1.0
case130_day0_slice_0065,1.0
case130_day0_slice_0066,1.0
case130_day0_slice_0067,1.0
case130_day0_slice_0068,1.0
case130_day0_slice_0069,1.0
case130_day0_slice_0070,1.0
case130_day0_slice_0071,1.0
case130_day0_slice_0072,1.0
case130_day0_slice_0073,1.0
case130_day0_slice_0074,1.0
case130_day0_slice_0075,1.0
case130_day0_slice_0076,1.0
case130_day0_slice_0077,1.0
case130_day0_slice_0078,1.0
case130_day0_slice_0079,1.0
case130_day0_slice_0080,1.0
case130_day0_slice_0081,1.0
case130_day0_slice_0082,1.0
case130_day0_slice_0083,1.0
case130_day0_slice_0084,1.0
case130_day0_slice_0085,1.0
case130_day0_slice_0086,1.0
case130_day0_slice_0087,1.0
case130_day0_slice_0088,1.0
case130_day0_slice_0089,1.0
case130_day0_slice_0090,1.0
case130_day0_slice_0091,1.0
case130_day0_slice_0092,1.0
case130_day0_slice_0093,1.0
case130_day0_slice_0094,1.0
case130_day0_slice_0095,1.0
case130_day0_slice_0096,1.0
case130_day0_slice_0097,1.0
case130_day0_slice_0098,1.0
case130_day0_slice_0099,1.0
case130_day0_slice_0100,1.0
case130_day0_slice_0101,1.0
case130_day0_slice_0102,1.0
case130_day0_slice_0103,1.0
case130_day0_slice_0104,1.0
case130_day0_slice_0105,1.0
case130_day0_slice_0106,1.0
case130_day0_slice_0107,1.0
case130_day0_slice_0108,1.0
case130_day0_slice_0109,1.0
case130_day0_slice_0110,1.0
case130_day0_slice_0111,1.0
case130_day0_slice_0112,1.0
case130_day0_slice_0113,1.0
case130_day0_slice_0114,1.0
case130_day0_slice_0115,1.0
case130_day0_slice_0116,1.0
case130_day0_slice_0117,1.0
case130_day0_slice_0118,1.0
case130_day0_slice_0119,1.0
case130_day0_slice_0120,1.0
case130_day0_slice_0121,1.0
case130_day0_slice_0122,1.0
case130_day0_slice_0123,1.0
case130_day0_slice_0124,1.0
case130_day0_slice_0125,1.0
case130_day0_slice_0126,1.0
case130_day0_slice_0127,1.0
case130_day0_slice_0128,1.0
case130_day0_slice_0129,1.0
case130_day0_slice_0130,1.0
case130_day0_slice_0131,1.0
case130_day0_slice_0132,1.0
case130_day0_slice_0133,1.0
case130_day0_slice_0134,1.0
case130_day0_slice_0135,1.0
case130_day0_slice_0136,1.0
case130_day0_slice_0137,1.0
case130_day0_slice_0138,1.0
case130_day0_slice_0139,1.0
case130_day0_slice_0140,1.0
case130_day0_slice_0141,1.0
case130_day0_slice_0142,1.0
case130_day0_slice_0143,1.0
case130_day0_slice_0144,1.0
case130_day20_slice_0001,1.0
case130_day20_slice_0002,1.0
case130_day20_slice_0003,1.0
case130_day20_slice_0004,1.0
case130_day20_slice_0005,1.0
case130_day20_slice_0006,1.0
case130_day20_slice_0007,1.0
case130_day20_slice_0008,1.0
case130_day20_slice_0009,1.0
case130_day20_slice_0010,1.0
case130_day20_slice_0011,1.0
case130_day20_slice_0012,1.0
case130_day20_slice_0013,1.0
case130_day20_slice_0014,1.0
case130_day20_slice_0015,1.0
case130_day20_slice_0016,1.0
case130_day20_slice_0017,1.0
case130_day20_slice_0018,1.0
case130_day20_slice_0019,1.0
case130_day20_slice_0020,1.0
case130_day20_slice_0021,1.0
case130_day20_slice_0022,1.0
case130_day20_slice_0023,1.0
case130_day20_slice_0024,1.0
case130_day20_slice_0025,1.0
case130_day20_slice_0026,1.0
case130_day20_slice_0027,1.0
case130_day20_slice_0028,1.0
case130_day20_slice_0029,1.0
case130_day20_slice_0030,1.0
case130_day20_slice_0031,1.0
case130_day20_slice_0032,1.0
case130_day20_slice_0033,1.0
case130_day20_slice_0034,1.0
case130_day20_slice_0035,1.0
case130_day20_slice_0036,1.0
case130_day20_slice_0037,1.0
case130_day20_slice_0038,1.0
case130_day20_slice_0039,1.0
case130_day20_slice_0040,1.0
case130_day20_slice_0041,1.0
case130_day20_slice_0042,1.0
case130_day20_slice_0043,1.0
case130_day20_slice_0044,1.0
case130_day20_slice_0045,1.0
case130_day20_slice_0046,1.0
case130_day20_slice_0047,1.0
case130_day20_slice_0048,1.0
case130_day20_slice_0049,1.0
case130_day20_slice_0050,1.0
case130_day20_slice_0051,1.0
case130_day20_slice_0052,1.0
case130_day20_slice_0053,1.0
case130_day20_slice_0054,1.0
case130_day20_slice_0055,1.0
case130_day20_slice_0056,1.0
case130_day20_slice_0057,1.0
case130_day20_slice_0058,1.0
case130_day20_slice_0059,1.0
case130_day20_slice_0060,1.0
case130_day20_slice_0061,1.0
case130_day20_slice_0062,1.0
case130_day20_slice_0063,1.0
case130_day20_slice_0064,1.0
case130_day20_slice_0065,1.0
case130_day20_slice_0066,1.0
case130_day20_slice_0067,1.0
case130_day20_slice_0068,1.0
case130_day20_slice_0069,1.0
case130_day20_slice_0070,1.0
case130_day20_slice_0071,1.0
case130_day20_slice_0072,1.0
case130_day20_slice_0073,1.0
case130_day20_slice_0074,1.0
case130_day20_slice_0075,1.0
case130_day20_slice_0076,1.0
case130_day20_slice_0077,1.0
case130_day20_slice_0078,1.0
case130_day20_slice_0079,1.0
case130_day20_slice_0080,1.0
case130_day20_slice_0081,1.0
case130_day20_slice_0082,1.0
case130_day20_slice_0083,1.0
case130_day20_slice_0084,1.0
case130_day20_slice_0085,1.0
case130_day20_slice_0086,1.0
case130_day20_slice_0087,1.0
case130_day20_slice_0088,1.0
case130_day20_slice_0089,1.0
case130_day20_slice_0090,1.0
case130_day20_slice_0091,1.0
case130_day20_slice_0092,1.0
case130_day20_slice_0093,1.0
case130_day20_slice_0094,1.0
case130_day20_slice_0095,1.0
case130_day20_slice_0096,1.0
case130_day20_slice_0097,1.0
case130_day20_slice_0098,1.0
case130_day20_slice_0099,1.0
case130_day20_slice_0100,1.0
case130_day20_slice_0101,1.0
case130_day20_slice_0102,1.0
case130_day20_slice_0103,1.0
case130_day20_slice_0104,1.0
case130_day20_slice_0105,1.0
case130_day20_slice_0106,1.0
case130_day20_slice_0107,1.0
case130_day20_slice_0108,1.0
case130_day20_slice_0109,1.0
case130_day20_slice_0110,1.0
case130_day20_slice_0111,1.0
case130_day20_slice_0112,1.0
case130_day20_slice_0113,1.0
case130_day20_slice_0114,1.0
case130_day20_slice_0115,1.0
case130_day20_slice_0116,1.0
case130_day20_slice_0117,1.0
case130_day20_slice_0118,1.0
case130_day20_slice_0119,1.0
case130_day20_slice_0120,1.0
case130_day20_slice_0121,1.0
case130_day20_slice_0122,1.0
case130_day20_slice_0123,1.0
case130_day20_slice_0124,1.0
case130_day20_slice_0125,1.0
case130_day20_slice_0126,1.0
case130_day20_slice_0127,1.0
case130_day20_slice_0128,1.0
case130_day20_slice_0129,1.0
case130_day20_slice_0130,1.0
case130_day20_slice_0131,1.0
case130_day20_slice_0132,1.0
case130_day20_slice_0133,1.0
case130_day20_slice_0134,1.0
case130_day20_slice_0135,1.0
case130_day20_slice_0136,1.0
case130_day20_slice_0137,1.0
case130_day20_slice_0138,1.0
case130_day20_slice_0139,1.0
case130_day20_slice_0140,1.0
case130_day20_slice_0141,1.0
case130_day20_slice_0142,1.0
case130_day20_slice_0143,1.0
case130_day20_slice_0144,1.0
case130_day22_slice_0001,1.0
case130_day22_slice_0002,1.0
case130_day22_slice_0003,1.0
case130_day22_slice_0004,1.0
case130_day22_slice_0005,1.0
case130_day22_slice_0006,1.0
case130_day22_slice_0007,1.0
case130_day22_slice_0008,1.0
case130_day22_slice_0009,1.0
case130_day22_slice_0010,1.0
case130_day22_slice_0011,1.0
case130_day22_slice_0012,1.0
case130_day22_slice_0013,1.0
case130_day22_slice_0014,1.0
case130_day22_slice_0015,1.0
case130_day22_slice_0016,1.0
case130_day22_slice_0017,1.0
case130_day22_slice_0018,1.0
case130_day22_slice_0019,1.0
case130_day22_slice_0020,1.0
case130_day22_slice_0021,1.0
case130_day22_slice_0022,1.0
case130_day22_slice_0023,1.0
case130_day22_slice_0024,1.0
case130_day22_slice_0025,1.0
case130_day22_slice_0026,1.0
case130_day22_slice_0027,1.0
case130_day22_slice_0028,1.0
case130_day22_slice_0029,1.0
case130_day22_slice_0030,1.0
case130_day22_slice_0031,1.0
case130_day22_slice_0032,1.0
case130_day22_slice_0033,1.0
case130_day22_slice_0034,1.0
case130_day22_slice_0035,1.0
case130_day22_slice_0036,1.0
case130_day22_slice_0037,1.0
case130_day22_slice_0038,1.0
case130_day22_slice_0039,1.0
case130_day22_slice_0040,1.0
case130_day22_slice_0041,1.0
case130_day22_slice_0042,1.0
case130_day22_slice_0043,1.0
case130_day22_slice_0044,1.0
case130_day22_slice_0045,1.0
case130_day22_slice_0046,1.0
case130_day22_slice_0047,1.0
case130_day22_slice_0048,1.0
case130_day22_slice_0049,1.0
case130_day22_slice_0050,1.0
case130_day22_slice_0051,1.0
case130_day22_slice_0052,1.0
case130_day22_slice_0053,1.0
case130_day22_slice_0054,1.0
case130_day22_slice_0055,1.0
case130_day22_slice_0056,1.0
case130_day22_slice_0057,1.0
case130_day22_slice_0058,1.0
case130_day22_slice_0059,1.0
case130_day22_slice_0060,1.0
case130_day22_slice_0061,1.0
case130_day22_slice_0062,1.0
case130_day22_slice_0063,1.0
case130_day22_slice_0064,1.0
case130_day22_slice_0065,1.0
case130_day22_slice_0066,1.0
case130_day22_slice_0067,1.0
case130_day22_slice_0068,1.0
case130_day22_slice_0069,1.0
case130_day22_slice_0070,1.0
case130_day22_slice_0071,1.0
case130_day22_slice_0072,1.0
case130_day22_slice_0073,1.0
case130_day22_slice_0074,1.0
case130_day22_slice_0075,1.0
case130_day22_slice_0076,1.0
case130_day22_slice_0077,1.0
case130_day22_slice_0078,1.0
case130_day22_slice_0079,1.0
case130_day22_slice_0080,1.0
case130_day22_slice_0081,1.0
case130_day22_slice_0082,1.0
case130_day22_slice_0083,1.0
case130_day22_slice_0084,1.0
case130_day22_slice_0085,1.0
case130_day22_slice_0086,1.0
case130_day22_slice_0087,1.0
case130_day22_slice_0088,1.0
case130_day22_slice_0089,1.0
case130_day22_slice_0090,1.0
case130_day22_slice_0091,1.0
case130_day22_slice_0092,1.0
case130_day22_slice_0093,1.0
case130_day22_slice_0094,1.0
case130_day22_slice_0095,1.0
case130_day22_slice_0096,1.0
case130_day22_slice_0097,1.0
case130_day22_slice_0098,1.0
case130_day22_slice_0099,1.0
case130_day22_slice_0100,1.0
case130_day22_slice_0101,1.0
case130_day22_slice_0102,1.0
case130_day22_slice_0103,1.0
case130_day22_slice_0104,1.0
case130_day22_slice_0105,1.0
case130_day22_slice_0106,1.0
case130_day22_slice_0107,1.0
case130_day22_slice_0108,1.0
case130_day22_slice_0109,1.0
case130_day22_slice_0110,1.0
case130_day22_slice_0111,1.0
case130_day22_slice_0112,1.0
case130_day22_slice_0113,1.0
case130_day22_slice_0114,1.0
case130_day22_slice_0115,1.0
case130_day22_slice_0116,1.0
case130_day22_slice_0117,1.0
case130_day22_slice_0118,1.0
case130_day22_slice_0119,1.0
case130_day22_slice_0120,1.0
case130_day22_slice_0121,1.0
case130_day22_slice_0122,1.0
case130_day22_slice_0123,1.0
case130_day22_slice_0124,1.0
case130_day22_slice_0125,1.0
case130_day22_slice_0126,1.0
case130_day22_slice_0127,1.0
case130_day22_slice_0128,1.0
case130_day22_slice_0129,1.0
case130_day22_slice_0130,1.0
case130_day22_slice_0131,1.0
case130_day22_slice_0132,1.0
case130_day22_slice_0133,1.0
case130_day22_slice_0134,1.0
case130_day22_slice_0135,1.0
case130_day22_slice_0136,1.0
case130_day22_slice_0137,1.0
case130_day22_slice_0138,1.0
case130_day22_slice_0139,1.0
case130_day22_slice_0140,1.0
case130_day22_slice_0141,1.0
case130_day22_slice_0142,1.0
case130_day22_slice_0143,1.0
case130_day22_slice_0144,1.0
case88_day38_slice_0001,0.0
case88_day38_slice_0002,0.0
case88_day38_slice_0003,0.0
case88_day38_slice_0004,0.0
case88_day38_slice_0005,0.0
case88_day38_slice_0006,0.0
case88_day38_slice_0007,0.0
case88_day38_slice_0008,0.0
case88_day38_slice_0009,0.0
case88_day38_slice_0010,0.0
case88_day38_slice_0011,0.0
case88_day38_slice_0012,0.0
case88_day38_slice_0013,0.0
case88_day38_slice_0014,0.0
case88_day38_slice_0015,0.0
case88_day38_slice_0016,0.0
case88_day38_slice_0017,0.0
case88_day38_slice_0018,0.0
case88_day38_slice_0019,0.0
case88_day38_slice_0020,0.0
case88_day38_slice_0021,0.0
case88_day38_slice_0022,0.0
case88_day38_slice_0023,0.0
case88_day38_slice_0024,0.0
case88_day38_slice_0025,0.0
case88_day38_slice_0026,0.0
case88_day38_slice_0027,0.0
case88_day38_slice_0028,0.0
case88_day38_slice_0029,0.0
case88_day38_slice_0030,0.0
case88_day38_slice_0031,0.0
case88_day38_slice_0032,0.0
case88_day38_slice_0033,0.0
case88_day38_slice_0034,0.0
case88_day38_slice_0035,0.0
case88_day38_slice_0036,0.0
case88_day38_slice_0037,0.0
case88_day38_slice_0038,0.0
case88_day38_slice_0039,0.0
case88_day38_slice_0040,0.0
case88_day38_slice_0041,0.0
case88_day38_slice_0042,0.0
case88_day38_slice_0043,0.0
case88_day38_slice_0044,0.0
case88_day38_slice_0045,0.0
case88_day38_slice_0046,0.0
case88_day38_slice_0047,0.0
case88_day38_slice_0048,0.0
case88_day38_slice_0049,0.0
case88_day38_slice_0050,0.0
case88_day38_slice_0051,0.0
case88_day38_slice_0052,0.0
case88_day38_slice_0053,0.0
case88_day38_slice_0054,0.0
case88_day38_slice_0055,0.0
case88_day38_slice_0056,0.0
case88_day38_slice_0057,0.0
case88_day38_slice_0058,0.0
case88_day38_slice_0059,0.0
case88_day38_slice_0060,0.0
case88_day38_slice_0061,0.0
case88_day38_slice_0062,0.0
case88_day38_slice_0063,0.0
case88_day38_slice_0064,0.0
case88_day38_slice_0065,0.0
case88_day38_slice_0066,0.0
case88_day38_slice_0067,0.0
case88_day38_slice_0068,0.0
case88_day38_slice_0069,0.0
case88_day38_slice_0070,0.0
case88_day38_slice_0071,0.0
case88_day38_slice_0072,0.0
case88_day38_slice_0073,0.0
case88_day38_slice_0074,0.0
case88_day38_slice_0075,0.0
case88_day38_slice_0076,0.0
case88_day38_slice_0077,0.0
case88_day38_slice_0078,0.0
case88_day38_slice_0079,0.0
case88_day38_slice_0080,0.0
case88_day38_slice_0081,0.0
case88_day38_slice_0082,0.0
case88_day38_slice_0083,0.0
case88_day38_slice_0084,0.0
case88_day38_slice_0085,0.0
case88_day38_slice_0086,0.0
case88_day38_slice_0087,0.0
case88_day38_slice_0088,0.0
case88_day38_slice_0089,0.0
case88_day38_slice_0090,0.0
case88_day38_slice_0091,0.0
case88_day38_slice_0092,0.0
case88_day38_slice_0093,0.0
case88_day38_slice_0094,0.0
case88_day38_slice_0095,0.0
case88_day38_slice_0096,0.0
case88_day38_slice_0097,0.0
case88_day38_slice_0098,0.0
case88_day38_slice_0099,0.0
case88_day38_slice_0100,0.0
case88_day38_slice_0101,0.0
case88_day38_slice_0102,0.0
case88_day38_slice_0103,0.0
case88_day38_slice_0104,0.0
case88_day38_slice_0105,0.0
case88_day38_slice_0106,0.0
case88_day38_slice_0107,0.0
case88_day38_slice_0108,0.0
case88_day38_slice_0109,0.0
case88_day38_slice_0110,0.0
case88_day38_slice_0111,0.0
case88_day38_slice_0112,0.0
case88_day38_slice_0113,0.0
case88_day38_slice_0114,0.0
case88_day38_slice_0115,0.0
case88_day38_slice_0116,0.0
case88_day38_slice_0117,0.0
case88_day38_slice_0118,0.0
case88_day38_slice_0119,0.0
case88_day38_slice_0120,0.0
case88_day38_slice_0121,0.0
case88_day38_slice_0122,0.0
case88_day38_slice_0123,0.0
case88_day38_slice_0124,0.0
case88_day38_slice_0125,0.0
case88_day38_slice_0126,0.0
case88_day38_slice_0127,0.0
case88_day38_slice_0128,0.0
case88_day38_slice_0129,0.0
case88_day38_slice_0130,0.0
case88_day38_slice_0131,0.0
case88_day38_slice_0132,0.0
case88_day38_slice_0133,0.0
case88_day38_slice_0134,0.0
case88_day38_slice_0135,0.0
case88_day38_slice_0136,0.0
case88_day38_slice_0137,0.0
case88_day38_slice_0138,0.0
case88_day38_slice_0139,0.0
case88_day38_slice_0140,0.0
case88_day38_slice_0141,0.0
case88_day38_slice_0142,0.0
case88_day38_slice_0143,0.0
case88_day38_slice_0144,0.0
case88_day36_slice_0001,0.0
case88_day36_slice_0002,0.0
case88_day36_slice_0003,0.0
case88_day36_slice_0004,0.0
case88_day36_slice_0005,0.0
case88_day36_slice_0006,0.0
case88_day36_slice_0007,0.0
case88_day36_slice_0008,0.0
case88_day36_slice_0009,0.0
case88_day36_slice_0010,0.0
case88_day36_slice_0011,0.0
case88_day36_slice_0012,0.0
case88_day36_slice_0013,0.0
case88_day36_slice_0014,0.0
case88_day36_slice_0015,0.0
case88_day36_slice_0016,0.0
case88_day36_slice_0017,0.0
case88_day36_slice_0018,0.0
case88_day36_slice_0019,0.0
case88_day36_slice_0020,0.0
case88_day36_slice_0021,0.0
case88_day36_slice_0022,0.0
case88_day36_slice_0023,0.0
case88_day36_slice_0024,0.0
case88_day36_slice_0025,0.0
case88_day36_slice_0026,0.0
case88_day36_slice_0027,0.0
case88_day36_slice_0028,0.0
case88_day36_slice_0029,0.0
case88_day36_slice_0030,0.0
case88_day36_slice_0031,0.0
case88_day36_slice_0032,0.0
case88_day36_slice_0033,0.0
case88_day36_slice_0034,0.0
case88_day36_slice_0035,0.0
case88_day36_slice_0036,0.0
case88_day36_slice_0037,0.0
case88_day36_slice_0038,0.0
case88_day36_slice_0039,0.0
case88_day36_slice_0040,0.0
case88_day36_slice_0041,0.0
case88_day36_slice_0042,0.0
case88_day36_slice_0043,0.0
case88_day36_slice_0044,0.0
case88_day36_slice_0045,0.0
case88_day36_slice_0046,0.0
case88_day36_slice_0047,0.0
case88_day36_slice_0048,0.0
case88_day36_slice_0049,0.0
case88_day36_slice_0050,0.0
case88_day36_slice_0051,0.0
case88_day36_slice_0052,0.0
case88_day36_slice_0053,0.0
case88_day36_slice_0054,0.0
case88_day36_slice_0055,0.0
case88_day36_slice_0056,0.0
case88_day36_slice_0057,0.0
case88_day36_slice_0058,0.0
case88_day36_slice_0059,0.0
case88_day36_slice_0060,0.0
case88_day36_slice_0061,0.0
case88_day36_slice_0062,0.0
case88_day36_slice_0063,0.0
case88_day36_slice_0064,0.0
case88_day36_slice_0065,0.0
case88_day36_slice_0066,0.0
case88_day36_slice_0067,0.0
case88_day36_slice_0068,0.0
case88_day36_slice_0069,0.0
case88_day36_slice_0070,0.0
case88_day36_slice_0071,0.0
case88_day36_slice_0072,0.0
case88_day36_slice_0073,0.0
case88_day36_slice_0074,0.0
case88_day36_slice_0075,0.0
case88_day36_slice_0076,0.0
case88_day36_slice_0077,0.0
case88_day36_slice_0078,0.0
case88_day36_slice_0079,0.0
case88_day36_slice_0080,0.0
case88_day36_slice_0081,0.0
case88_day36_slice_0082,0.0
case88_day36_slice_0083,0.0
case88_day36_slice_0084,0.0
case88_day36_slice_0085,0.0
case88_day36_slice_0086,0.0
case88_day36_slice_0087,0.0
case88_day36_slice_0088,0.0
case88_day36_slice_0089,0.0
case88_day36_slice_0090,0.0
case88_day36_slice_0091,0.0
case88_day36_slice_0092,0.0
case88_day36_slice_0093,0.0
case88_day36_slice_0094,0.0
case88_day36_slice_0095,0.0
case88_day36_slice_0096,0.0
case88_day36_slice_0097,0.0
case88_day36_slice_0098,0.0
case88_day36_slice_0099,0.0
case88_day36_slice_0100,0.0
case88_day36_slice_0101,0.0
case88_day36_slice_0102,0.0
case88_day36_slice_0103,0.0
case88_day36_slice_0104,0.0
case88_day36_slice_0105,0.0
case88_day36_slice_0106,0.0
case88_day36_slice_0107,0.0
case88_day36_slice_0108,0.0
case88_day36_slice_0109,0.0
case88_day36_slice_0110,0.0
case88_day36_slice_0111,0.0
case88_day36_slice_0112,0.0
case88_day36_slice_0113,0.0
case88_day36_slice_0114,0.0
case88_day36_slice_0115,0.0
case88_day36_slice_0116,0.0
case88_day36_slice_0117,0.0
case88_day36_slice_0118,0.0
case88_day36_slice_0119,0.0
case88_day36_slice_0120,0.0
case88_day36_slice_0121,0.0
case88_day36_slice_0122,0.0
case88_day36_slice_0123,0.0
case88_day36_slice_0124,0.0
case88_day36_slice_0125,0.0
case88_day36_slice_0126,0.0
case88_day36_slice_0127,0.0
case88_day36_slice_0128,0.0
case88_day36_slice_0129,0.0
case88_day36_slice_0130,0.0
case88_day36_slice_0131,0.0
case88_day36_slice_0132,0.0
case88_day36_slice_0133,0.0
case88_day36_slice_0134,0.0
case88_day36_slice_0135,0.0
case88_day36_slice_0136,0.0
case88_day36_slice_0137,0.0
case88_day36_slice_0138,0.0
case88_day36_slice_0139,0.0
case88_day36_slice_0140,0.0
case88_day36_slice_0141,0.0
case88_day36_slice_0142,0.0
case88_day36_slice_0143,0.0
case88_day36_slice_0144,0.0
case88_day0_slice_0001,0.0
case88_day0_slice_0002,0.0
case88_day0_slice_0003,0.0
case88_day0_slice_0004,0.0
case88_day0_slice_0005,0.0
case88_day0_slice_0006,0.0
case88_day0_slice_0007,0.0
case88_day0_slice_0008,0.0
case88_day0_slice_0009,0.0
case88_day0_slice_0010,0.0
case88_day0_slice_0011,0.0
case88_day0_slice_0012,0.0
case88_day0_slice_0013,0.0
case88_day0_slice_0014,0.0
case88_day0_slice_0015,0.0
case88_day0_slice_0016,0.0
case88_day0_slice_0017,0.0
case88_day0_slice_0018,0.0
case88_day0_slice_0019,0.0
case88_day0_slice_0020,0.0
case88_day0_slice_0021,0.0
case88_day0_slice_0022,0.0
case88_day0_slice_0023,0.0
case88_day0_slice_0024,0.0
case88_day0_slice_0025,0.0
case88_day0_slice_0026,0.0
case88_day0_slice_0027,0.0
case88_day0_slice_0028,0.0
case88_day0_slice_0029,0.0
case88_day0_slice_0030,0.0
case88_day0_slice_0031,0.0
case88_day0_slice_0032,0.0
case88_day0_slice_0033,0.0
case88_day0_slice_0034,0.0
case88_day0_slice_0035,0.0
case88_day0_slice_0036,0.0
case88_day0_slice_0037,0.0
case88_day0_slice_0038,0.0
case88_day0_slice_0039,0.0
case88_day0_slice_0040,0.0
case88_day0_slice_0041,0.0
case88_day0_slice_0042,0.0
case88_day0_slice_0043,0.0
case88_day0_slice_0044,0.0
case88_day0_slice_0045,0.0
case88_day0_slice_0046,0.0
case88_day0_slice_0047,0.0
case88_day0_slice_0048,0.0
case88_day0_slice_0049,0.0
case88_day0_slice_0050,0.0
case88_day0_slice_0051,0.0
case88_day0_slice_0052,0.0
case88_day0_slice_0053,0.0
case88_day0_slice_0054,0.0
case88_day0_slice_0055,0.0
case88_day0_slice_0056,0.0
case88_day0_slice_0057,0.0
case88_day0_slice_0058,0.0
case88_day0_slice_0059,0.0
case88_day0_slice_0060,0.0
case88_day0_slice_0061,0.0
case88_day0_slice_0062,0.0
case88_day0_slice_0063,0.0
case88_day0_slice_0064,0.0
case88_day0_slice_0065,0.0
case88_day0_slice_0066,0.0
case88_day0_slice_0067,0.0
case88_day0_slice_0068,0.0
case88_day0_slice_0069,0.0
case88_day0_slice_0070,0.0
case88_day0_slice_0071,0.0
case88_day0_slice_0072,0.0
case88_day0_slice_0073,0.0
case88_day0_slice_0074,0.0
case88_day0_slice_0075,0.0
case88_day0_slice_0076,0.0
case88_day0_slice_0077,0.0
case88_day0_slice_0078,0.0
case88_day0_slice_0079,0.0
case88_day0_slice_0080,0.0
case88_day0_slice_0081,0.0
case88_day0_slice_0082,0.0
case88_day0_slice_0083,0.0
case88_day0_slice_0084,0.0
case88_day0_slice_0085,0.0
case88_day0_slice_0086,0.0
case88_day0_slice_0087,0.0
case88_day0_slice_0088,0.0
case88_day0_slice_0089,0.0
case88_day0_slice_0090,0.0
case88_day0_slice_0091,0.0
case88_day0_slice_0092,0.0
case88_day0_slice_0093,0.0
case88_day0_slice_0094,0.0
case88_day0_slice_0095,0.0
case88_day0_slice_0096,0.0
case88_day0_slice_0097,0.0
case88_day0_slice_0098,0.0
case88_day0_slice_0099,0.0
case88_day0_slice_0100,0.0
case88_day0_slice_0101,0.0
case88_day0_slice_0102,0.0
case88_day0_slice_0103,0.0
case88_day0_slice_0104,0.0
case88_day0_slice_0105,0.0
case88_day0_slice_0106,0.0
case88_day0_slice_0107,0.0
case88_day0_slice_0108,0.0
case88_day0_slice_0109,0.0
case88_day0_slice_0110,0.0
case88_day0_slice_0111,0.0
case88_day0_slice_0112,0.0
case88_day0_slice_0113,0.0
case88_day0_slice_0114,0.0
case88_day0_slice_0115,0.0
case88_day0_slice_0116,0.0
case88_day0_slice_0117,0.0
case88_day0_slice_0118,0.0
case88_day0_slice_0119,0.0
case88_day0_slice_0120,0.0
case88_day0_slice_0121,0.0
case88_day0_slice_0122,0.0
case88_day0_slice_0123,0.0
case88_day0_slice_0124,0.0
case88_day0_slice_0125,0.0
case88_day0_slice_0126,0.0
case88_day0_slice_0127,0.0
case88_day0_slice_0128,0.0
case88_day0_slice_0129,0.0
case88_day0_slice_0130,0.0
case88_day0_slice_0131,0.0
case88_day0_slice_0132,0.0
case88_day0_slice_0133,0.0
case88_day0_slice_0134,0.0
case88_day0_slice_0135,0.0
case88_day0_slice_0136,0.0
case88_day0_slice_0137,0.0
case88_day0_slice_0138,0.0
case88_day0_slice_0139,0.0
case88_day0_slice_0140,0.0
case88_day0_slice_0141,0.0
case88_day0_slice_0142,0.0
case88_day0_slice_0143,0.0
case88_day0_slice_0144,0.0
case44_day0_slice_0001,2.0
case44_day0_slice_0002,2.0
case44_day0_slice_0003,2.0
case44_day0_slice_0004,2.0
case44_day0_slice_0005,2.0
case44_day0_slice_0006,2.0
case44_day0_slice_0007,2.0
case44_day0_slice_0008,2.0
case44_day0_slice_0009,2.0
case44_day0_slice_0010,2.0
case44_day0_slice_0011,2.0
case44_day0_slice_0012,2.0
case44_day0_slice_0013,2.0
case44_day0_slice_0014,2.0
case44_day0_slice_0015,2.0
case44_day0_slice_0016,2.0
case44_day0_slice_0017,2.0
case44_day0_slice_0018,2.0
case44_day0_slice_0019,2.0
case44_day0_slice_0020,2.0
case44_day0_slice_0021,2.0
case44_day0_slice_0022,2.0
case44_day0_slice_0023,2.0
case44_day0_slice_0024,2.0
case44_day0_slice_0025,2.0
case44_day0_slice_0026,2.0
case44_day0_slice_0027,2.0
case44_day0_slice_0028,2.0
case44_day0_slice_0029,2.0
